Company Name,Predict
dDriven Data Sciences & Analytics Pvt Ltd,Yes
Backbench,No
Grow Yield Technologies,No
LocalGuy,Yes
Vida Salvateur International Pvt. Ltd.,No
Quintype,Yes
PodPitara,No
Innolat,No
ZOROIM IPSYSTEMS PRIVATE LIMITED,No
Xeenx (OPC) Private Limited,No
Asquare Digital Softech and Ecommerce pvt. ltd. (CheckedIn),Yes
EnCloudEn,Yes
Invoicestock - Habile technologies,Yes
rorodata,Yes
Trainman,No
Journee,Yes
Skateup Technologies LLP,No
Hackr.io,No
DERIVATIVE TRADING ACADEMY,No
Wicked Store Internet Services Pvt Ltd,No
ImageKit.io,Yes
Naamcare Elderservice Pvt.Ltd,No
Fintelligence Technology Pvt Ltd,No
Feedify,Yes
Predible Health,Yes
IoTracX,Yes
qilo,No
ASPEN,No
Daily Suvichar (Trademark of Planting Root Technology Pvt Ltd),Yes
Advott Media Private Limited,Yes
MUrgency Global Services Pvt. Ltd.,No
Advantage Club,No
The Zero Games Pvt Ltd,Yes
Cutting Chai Technologies Private Limited,No
Ask Techsoft Care Pvt Ltd,No
FITPASS,No
Streamingo Solutions Private Limited,No
Vaidehi Deshmukh Project Management Consultant,Yes
Martopolis,No
Eyerises,Yes
Shoonya OS,No
Skill Junction,No
DelightPI,Yes
Akwa IOT P Ltd,Yes
TrakRay Innovations Pvt.Ltd,Yes
news.io,Yes
Clean Slate Technologies,Yes
Dooperstar,No
Ridobiko,No
anovIP,No
LitmusWorld Marketing Technologies Pvt. Ltd.,Yes
Kreativsarg Technology Solutions LLP,Yes
Talespin,Yes
Cloudadic,Yes
Cloudadic,Yes
Fabulyst Pvt. Ltd.,Yes
FOODZITO LLP,No
Coeo labs,Yes
Cloudadic,Yes
Finelistings,No
MOBBsta Media Labs Pvt. Ltd.,No
Skrilo India Private Limited,No
AGMA Technologies Private Limited,Yes
Maximl Labs Private Limited,Yes
FASTRA CORPORATION,Yes
MikeLegal,Yes
Boxnbiz Technologies pvt ltd.,Yes
Cogmac Industries Pvt. Ltd.,No
OnRoute Tech Pvt. Ltd.,No
Wandertrails Services Pvt Ltd,No
Applozic,No
Zooke technologies,No
Likemindedd,Yes
Brisky,No
Aaidea Solutions Private Limited operating under the trade name Milkbasket,No
VitaCloud Digital Health Private Limited,Yes
Mecarnic Technologies private limited,No
Eye-D,No
Affairal,Yes
PurplePath Wealth Management Solutions Private Limited,No
Yoska Technology Solutions Private Limited,No
Obino,No
Cyberespion Softwares,No
Trendlyne (registered as Giskard Datatech Private Limited),No
Tesseract Inc.,No
Adpin Technologies Pvt. Ltd. (aka Kontext),Yes
Kraftly,No
Openwifi Labs Pvt Ltd,Yes
QORQL PRIVATE LIMITED,No
Planetworx Technologies Pvt. Ltd.,Yes
Aeon Learning Pvt Ltd,No
GO IOTRONIX,Yes
Flourish Inc,No
Voice Verso,No
bon happetee (by True Positive Analytics pvt ltd),No
NLYCreations,No
RAI TECHINTRO PRIVATE LIMITED,Yes
Olivewear.Pvt. Ltd,No
Adractive,No
SenseWave,Yes
Marketyard Agrisolutions Private Limited,No
Muffin,No
Kiffgo Limited,No
hate2wait,Yes
Marax AI Inc,Yes
Intello lLtdabs Pvt,Yes
J Milan Textile,No
Linkcards business solutions Llp,No
Infoskaters Technologies Pvt. Ltd.,No
Noticeboard,Yes
Easy Nirman (Nobel Sanrachna Pvt Ltd.),Yes
BigRadar,No
Redolence Foodworks Pvt Ltd,No
Lollypop UX/UI Design Studio,Yes
PITASYS SOFTWARES PVT. LTD.,No
Miklens Bio Pvt. Ltd.,No
AdYogi,Yes
GYANPRO EDUCATIONAL INNOVATION PVT LTD,No
Tenory Technologies Pvt Ltd,No
GyanLab (Kidovators),No
Completing StartUps,No
Kruzr,No
Healofy,No
WealthApp Financial Advisors Pvt. Ltd.,No
Ecozen Solutions Pvt. Ltd.,No
Ultimate Business Solutions Pvt .Ltd,Yes
droom.in,No
Sunfox Technologies (P) Ltd.,No
Eazespot,Yes
WEGOT Utilities Solutions Private Limited,No
CYTON MV pvt ltd,No
Kidania,No
CYTON MV pvt ltd,No
Ecolibrium Energy Private Limited,Yes
Navia Life Care,Yes
Breadymade - Deeksha Enterprises,No
..,Yes
ElectroTrash,No
Yogbharti Digital Media LLP (Under Registration),No
MapMyProduct,No
MinionLabs,Yes
Loanyantra.com,Yes
HOODLER,No
Zebi data India Pvt. Ltd.,No
Codilar Technologies Pvt Ltd,Yes
Intact Internet Pvt LTD.,No
wrinq,Yes
TIEMCHART,Yes
shireen electronics pvt ltd,No
Meera Jewels,No
Instasafe,Yes
Param.ai,Yes
Fulltank Technologies Pvt Ltd,Yes
Talspo Private Limited,No
Affordplan,No
Waypals (Lamba Software Systems Private Limited),No
Brainbean Technolabs Pvt Ltd,No
OpenOut,No
Medyog,No
CAPITALLY,No
Saathi Eco Innovations India Pvt. Ltd.,No
MyOm,No
CashRich,No
HandyTrain,Yes
PeopleIntuit Labs,Yes
Admito Technologies,No
Virtual Health Care,Yes
farMart,Yes
Fermyon Technologies India Private Limited,Yes
Orion Adeas,Yes
Pharmeasy,No
Dhivi Express,No
RBH Solutions Private Limited,Yes
DigiRestro,No
HiveMinds (Intutel - product),Yes
ABI Health,Yes
HOLY BUDDHA TOURISM INDIA PRIVATE LIMITED,Yes
AvanSaber Inc (AvanSaber Technologies Pvt Ltd),Yes
OutsiteVR,No
Gfee Performance Solutions,Yes
Named-NotRegistered,No
Opiniofi Technologies Pvt Ltd,Yes
Jouska Tech Pvt Ltd.,Yes
ThreatLandscape,Yes
Spinircle India Pvt Ltd,No
Nodd Ventures Private Limited,No
BARTERPLAN,Yes
Klathrate Trade Platform Pvt. Ltd.,Yes
Parentune,No
Morph.ai,Yes
Balance,No
Clorik,No
Hipship online service pvt ltd,No
BookMyColleges.com,No
Bookingjini Labs (P) Limited,No
Vicara,Yes
Himgiri Polyplast Solutions LLP,No
PHOTOFIE,No
zeotap GmbH,Yes
Jumkey.com,No
Kaaenaat Private Limited,No
GetNatty DesignTech Private Limited,Yes
Dishthi,No
Ankalan Web Solutions Pvt. Ltd.,No
Penser Analytics,Yes
cloud 9 networkz,No
Debtors Watch LLP,Yes
GISCLE Systems Pvt. Ltd.,No
PITSTOP,No
Genie Solutions,No
Appachhi Technologies Pvt Ltd,Yes
Medchain,No
3LOQ Labs,Yes
Bigdealsin Business Network Private Limited,No
Care24,No
Neuron,No
PetMates Pet Social,No
MobiHires,No
UrbanDart (UrbanDart Internet Solutions Private Limited),No
Intangles Lab Pvt Ltd,Yes
One Impression,Yes
Vicit Infot Tech Pvt. Ltd.,No
OCEO WATER,No
Foxtrot Interactive Pvt. Ltd.,No
Ebutor - Ebutor Distribution Private Limited,Yes
Nymble Labs,No
Zupersoft Solutions Pvt Ltd,Yes
Biznustek Systems Private Limited,Yes
AsepsisLife,No
Nidharshana Technologies Pvt Ltd,Yes
hethi business services private limited,No
BeaconsTalk Technologies Pvt Ltd,No
Entrib Analytics Technology Pvt. Ltd.,Yes
Innoflaps Remedy Pvt Ltd,No
Leadburg,No
Bloombench (part of Neebal Learning Pvt Ltd),No
Entropik Technologoes Pvt. Ltd.,Yes
Phi Property Management Services Pvt Ltd,No
Civic Sense Private Limited,No
ReLiva Physio,No
Ezq,No
Many Calendars,No
Blue Berry e-Services Pvt. Ltd (RepairAdda),No
Paratus Knowledge Ventures Pvt Ltd,No
CutShort,No
Foom,No
iParko,No
Water Wala Labs (Drink Prime),No
eqtribe,Yes
IRA.AI (Powerupcloud Technologies),Yes
Grindrack Technologies,Yes
Tarsense Technologies Pvt Ltd,Yes
IoTrek Technology Pvt Ltd,Yes
WashApp,No
Oye Happy,No
StomatoBot Technologies Pvt Ltd,No
Gordian Auto Private Limited,No
Myrestica Technologies Pvt Ltd,No
OfficeTimer,Yes
Big Bang Innovations Pvt Ltd,Yes
21Dojo,Yes
Milesmate autotech pvt.ltd,No
CybrHome,No
Quinto Technologies Private Limited,Yes
Nimray-Solar,No
Evenforce technologies private limited,Yes
Cosine Labs Pvt.Ltd.,No
Instoried,No
AppSecure India (parent company),Yes
Railway startup,Yes
YourQuote (YourQuote Solutions Pvt. Ltd.),Yes
Nxtify Technologies Pvt Ltd,No
3Dexter,No
Travkart.com,No
R UR EBANQ,No
LightSpeed Mobility Pvt. Ltd.,No
FlexiLoans Technologies Pvt Ltd,No
inOne,No
SILOVATION,Yes
Atomberg Technologies,No
EESHAN BIOTECH,No
Playablo (Go Sharp Technologies),No
QtPi Robotics,No
Kroud.io,Yes
Menza motors,No
Scandium Technologies Pvt Ltd,No
CoHo,No
MatsyaVeda Herbals,No
Convival Web Network Pvt. Ltd.,No
Fusmin Pvt. Ltd.,No
Bolt Auto Technologies Private Limited,No
Eventosaur Technologies Pvt Ltd,No
RENTEZEE,Yes
GoPlayr,Yes
Orgzit,No
Niramai Health Analytix Pvt Ltd,No
TruHealthKare LLP,Yes
CapitaWorld Platform Pvt. Ltd.,No
ValetEZ Services Pvt Ltd,No
Camden Town Technologies Pvt Ltd (ZestMoney),No
ONGO Framework,Yes
Thingbits Electronics Private Limited,No
Webnnel,No
Swar Yantra Technologies,No
FireCompass,Yes
Customerlabs Inc,Yes
GrabOnRent Internet Pvt Ltd,No
Pedagoge,No
Learn Venue,No
LegalDesk,Yes
Any Time Doctor,No
Prokximity Solutions,Yes
SociEdu,No
Induautomobiles,No
iNservice Technologies,Yes
Not yet formed,Yes
Ethical Hackers League,No
choyang,No
Something Cool,No
ThinkScream Infomedia Pvt. Ltd.,Yes
Medinfi Healthcare Pvt Ltd,No
NotesBundle,No
HISY Advertising Solutions Pvt Ltd,No
Amazwing,No
School Of Accelerated Learning,No
HappyEMI / Hyperkonnect Technologies Pvt Ltd,No
ProBano,No
Cheers! App (Metanucleus tech Pvt Ltd),No
Gupshup,No
Dont Scratch Your Head,Yes
FinPeace Technologies Pvt Ltd,No
Imeyou,No
OMVAPT Private Limited,Yes
Cooey Technologies,No
EZ Ranking IT Services Pvt. Ltd,No
TRITHI Robotics Pvt Ltd,No
nanoapps,Yes
Leaf Wearables (Registered as Leaf Innovation Pvt ltd),No
SenseGrow Inc.,Yes
Eventbuddy,No
Scribie,Yes
ORO Wealth,No
Greefi Technologies,No
ProAce Edu Ventures LLP,No
Earthen Living LLP,No
YourOwnROOM,No
Talent Unlimited Online Private Limited,Yes
5C Network,Yes
Fyle,Yes
NativeBag.in,No
MergerWare,Yes
DiscoveryAI,Yes
JustCall.io,No
Plan My Medical trip Pvt Ltd,No
Haqdarshak Empowerment Solutions Pvt Ltd,No
Handa Ka Funda,No
Wigzo Technologies Pvt Ltd,No
RepUp,Yes
Makesto Infotech Private Limited,No
Nitrolabs Technology Private Limited,No
TOCH,Yes
Reshotel Solutions India Private Limited,Yes
DraftSpotting Technologies Private Limited,No
Freecer,No
Vidmed Telehealth,No
MyCrop Technologies Private Limited,No
CompanyHub IT Solutions (P) Ltd,Yes
EdXengine,No
WittyPen,Yes
Qure.ai,Yes
DIGICHAMPS,No
Yethi Consulting Pvt Ltd,Yes
Breadware,No
Hemisphere Technocrats,No
Mediklik,No
Infer,Yes
Intelitaap Solutions (India) Pvt. Ltd.,Yes
Future Farms,No
Hypothizer Technologies Private Limited,Yes
CupShup,Yes
Tredence Analytics Solutions Private Limited,Yes
BrandAd Emedia Solutions Pvt Ltd,No
VMEDO,No
Unocoin Technologies Private Limited,No
SP Robotic Works Pvt Ltd,No
DAVOVI Online Services Pvt Ltd,Yes
XPrep (Epsilon Eduventures Pvt Ltd),Yes
McMount,No
Carmenta Solutions Private Limited (AutoO2),No
Propwiser,No
WIG Envitech Pvt Ltd,No
Aroundz,No
TheVerb,No
Khateeb infotainment (OPC) Pvt. Ltd.,No
Flashtr,No
TakeMyShipment,Yes
Social Frontier,Yes
Inito,No
EraStrat,Yes
NEXTGEN PROPERTY ADVISER PVT LTD (Technology),No
EATSEEDS TECHNOLOGY PVT. LTD.,No
Artivatic,Yes
Truebil,No
PindropMusic,No
Private railways and food service.,Yes
Tkter.com,Yes
Expostores,Yes
eWellness Expert (Your Wellness Expert Private Limited),No
zipBoard,Yes
Automate SMB Enterprises,Yes
"MAAD ""Make Awesome Ads",No
ThirdWatch Data PVT LTD,Yes
AirCTO,Yes
Robolab Technologies Pvt Ltd,No
Lavelle Networks,No
Entra Mechatronics Pte Ltd.,No
Strolar Mounting Systems Pvt. Ltd.,Yes
Amber by inFeedo,Yes
Innovius Bio Pharmaceutical Pvt Ltd,No
GOFLAMINGO,Yes
MIQASA HOME AUTOMATION PVT LTD,No
FEGO,Yes
Adalyz,No
TinkerBot,No
TOCH,Yes
w,Yes
Farzi,Yes
